"","year","ShrimpArea","cpueAllLb","cpueLrgLb"
"1",1992,"1",0.860314502325581,0.830065065116279
"2",1992,"2",0.619313099236641,0.423421673282443
"3",1992,"3",0.748059060571429,0.572949243428571
"4",1993,"1",0.689584627906977,0.664462213953488
"5",1993,"2",0.475519575384615,0.301863353846154
"6",1993,"3",0.191453842105263,0.126040446052632
"7",1994,"1",0.39733265,0.2835943
"8",1994,"2",0.412030116666667,0.17687065
"9",1994,"3",0.410256381005587,0.168117670391061
"10",1995,"1",0.6684007,0.46848175
"11",1995,"2",0.609831809230769,0.301524181538461
"12",1995,"3",0.5541613,0.3333235125
"13",1996,"1",0.5782117,NA
"14",1996,"2",0.530455132824427,NA
"15",1996,"3",0.498370098285714,NA
"16",1997,"1",0.50355525,0.4499429
"17",1997,"2",0.404065509375,0.1755084203125
"18",1997,"3",0.396449295953757,0.179300597687861
"19",1998,"1",0.2164536,0.17486645
"20",1998,"2",0.3797959,0.160336
"21",1998,"3",0.191150575,0.10572155
"22",1999,"1",0.22497145,0.1372877
"23",1999,"2",0.729898806153846,0.323909553846154
"24",1999,"3",0.346971298837209,0.164192919767442
"25",2000,"1",0.39633055,0.30213315
"26",2000,"2",0.77382162,0.414298973846154
"27",2000,"3",0.7275246,0.396957578285714
"28",2001,"1",1.1413919,0.9910769
"29",2001,"2",1.18712896793893,0.844992138931298
"30",2001,"3",0.71098995,0.4019673625
"31",2002,"1",0.7686107,0.5291088
"32",2002,"2",1.99492474883721,1.27748329457364
"33",2002,"3",0.652971419847328,0.452536120610687
"34",2003,"1",0.61178205,0.40234315
"35",2003,"2",1.74782941666667,1.25796953333333
"36",2003,"3",0.79616845,0.5319898375
"37",2004,"1",3.11703205,2.10390895
"38",2004,"2",1.8208157,0.960345833333333
"39",2004,"3",0.7101131125,0.4227609375
"40",2005,"1",1.6554692,1.2205578
"41",2005,"2",1.92252885,0.708818733333333
"42",2005,"3",0.892679947976879,0.409702502890173
"43",2006,"1",2.93109478095238,2.4418791047619
"44",2006,"2",1.84436505,0.845939416666667
"45",2006,"3",1.08103285348837,0.4299009
"46",2007,"1",3.5796876372093,2.77935930697674
"47",2007,"2",3.22867440458015,0.857782300763359
"48",2007,"3",1.48956725028571,0.783962872
"49",2008,"1",3.45874815,2.7728107
"50",2008,"2",3.16680301666667,0.902558066666666
"51",2008,"3",1.87443970232558,0.820964598837209
"52",2009,"1",2.78542333793103,2.17877273103448
"53",2009,"2",2.665586,1.42415111666667
"54",2009,"3",1.74582521666667,1.06406318333333
"55",2010,"1",1.87442805,1.64394505
"56",2010,"2",1.63277548923077,1.27121780923077
"57",2010,"3",0.766439483333333,0.598086683333333
"58",2011,"1",3.67360645287356,3.37154817241379
"59",2011,"2",2.18947375572519,1.78018857709924
"60",2011,"3",0.607439616666667,0.480172916666667
"61",2012,"1",2.94149753333333,2.6705965
"62",2012,"2",2.32168703100775,1.4605180248062
"63",2012,"3",1.11543674503817,0.646912922137405
"64",2013,"1",1.79473026615385,1.56019261538462
"65",2013,"2",2.54709341221374,1.48062952366412
"66",2013,"3",1.35306448854962,1.06612730534351
"67",2014,"1",1.98112875114504,1.72061334961832
"68",2014,"2",2.73440196641221,1.61593597251908
"69",2014,"3",1.02842998625954,0.85391159389313
"70",2015,"1",1.8378514,1.44669836666667
"71",2015,"2",2.4836474778626,1.26673089618321
"72",2015,"3",0.463638266666667,0.329356866666667
"73",2016,"1",3.37821271333333,2.80905331666667
"74",2016,"2",3.6113157697479,2.32485515798319
"75",2016,"3",1.25994033,0.81130016
"76",2017,"1",3.87002669166667,2.45227231333333
"77",2017,"2",5.62196626218487,2.12088149243697
"78",2017,"3",2.32734384666667,1.18810646166667
